Quality Supplement Mfg,,,,,,,,,,
Inventory Availability,,,,,,,,,,
  ,,,,,,,,,,
Part,Description,UOM,"On
Hand",Allocated,"Not
Available","Drop
Ship",Available,"On
Order",Committed,Short
R625,Opadry Red 03B150021,kg,3.53,0.00,3.53,0.00,0.00,0.00,0.00,0.00
R626,"Amylase 50,000 SKB/g",kg,9.793,1.32,2.036,0.00,6.437,0.00,0.00,0.00
R627,Chrysanthemum Flower Powder,kg,1.80,1.32,1.00,0.00,0.00,0.00,0.00,0.52
R628,Zeaxanthin 5% (Marigold Extract),kg,9.468,13.976,0.00,0.00,0.00,25.00,0.00,4.508
R629,Eyebright Powder,kg,199.00,198.00,150.00,0.00,0.00,0.00,0.00,149.00
R632,00 Gelatin White 0999.01 Capsules,ea,"10,000.00",0.00,0.00,0.00,"10,000.00",0.00,0.00,0.00
R633,Opadry Green 03B110025,kg,14.267,0.00,11.00,0.00,3.267,0.00,0.00,0.00
R634,Opadry Orange 03B130037,kg,36.87,0.00,12.00,0.00,24.87,0.00,0.00,0.00
R635,Ionic Trace Minerals,kg,9.398,0.00,0.00,0.00,9.398,0.00,0.00,0.00
R637,Calcium Peroxide,kg,30.70,11.90,0.00,0.00,18.80,0.00,0.00,0.00
R638,Lactobacillus Acidophilus 6 Billion CFU/G,kg,5.74,0.00,0.00,0.00,5.74,0.00,0.00,0.00
R640,Talc USP Powder,kg,6.533,0.00,0.00,0.00,6.533,0.00,0.00,0.00
R641,Broccoli Extract 10:1,kg,0.403,0.00,0.00,0.00,0.403,0.00,0.00,0.00
R644,Inulin (Chicory Root),kg,18.798,0.00,18.798,0.00,0.00,0.00,0.00,0.00
R645,Inosine Anhydrous,kg,2.494,0.00,2.494,0.00,0.00,0.00,0.00,0.00
R649,Ashwagandha Root Powder,kg,14.074,10.08,0.00,0.00,3.994,0.00,10.08,0.00
R650,Prunella Vulgaris (aerial) (self heal) 5:1,kg,15.053,0.00,0.00,0.00,15.053,0.00,0.00,0.00
R652,Iron (Ferrous) Gluconate 10%,kg,16.585,0.00,0.00,0.00,16.585,0.00,0.00,0.00
R653,Iodine Chelate 1%,kg,24.038,1.26,0.00,0.00,22.778,0.00,1.26,0.00
R654,Java Tea (Orthosiphon stamineus) Cat Whiskers Extract 4:1,kg,14.776,0.00,0.00,0.00,14.776,0.00,0.00,0.00
R655,Goldenrod Herb Powder,kg,23.57,0.00,0.00,0.00,23.57,0.00,0.00,0.00
R656,Corn Silk Extract 4:1,kg,23.011,0.00,0.00,0.00,23.011,0.00,0.00,0.00
R657,Ginger Root Extract 10:1,kg,11.131,0.00,11.131,0.00,0.00,0.00,0.00,0.00
R658,Juniper Fruit Powder,kg,10.27,0.00,0.00,0.00,10.27,0.00,0.00,0.00
R659,Ground Ivy Extract 5:1,kg,4.941,0.00,0.00,0.00,4.941,0.00,0.00,0.00
R660,Plantain Extract 4:1,kg,0.139,0.00,0.139,0.00,0.00,0.00,0.00,0.00
R661,Molybdenum Trit (1% Mo) w/DCP,kg,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00
R664,RNA (Ribonucleic Acid),kg,4.295,0.00,0.757,0.00,3.538,0.00,0.00,0.00
R665,Bromelain (Pineapple Extract),kg,10.549,0.00,10.00,0.00,0.549,0.00,0.00,0.00
R666,Papain (fungal),kg,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00
R669,"Cellulase (fungal) 40,000 CU/g",kg,29.763,0.00,16.449,0.00,13.314,0.00,0.00,0.00
R673,Asparagus Powder,kg,0.41,0.00,0.00,0.00,0.41,0.00,0.00,0.00
R674,Kale Powder,kg,12.913,0.00,0.00,0.00,12.913,0.00,0.00,0.00
R675,Apple Fruit Powder,kg,0.535,0.00,0.00,0.00,0.535,0.00,0.00,0.00
R676,Peach Powder,kg,0.522,0.00,0.522,0.00,0.00,0.00,0.00,0.00
R677,Pineapple Fruit Powder,kg,0.646,0.00,0.646,0.00,0.00,0.00,0.00,0.00
R678,Orange Fruit Powder,kg,0.025,0.00,0.00,0.00,0.025,0.00,0.00,0.00
R679,Reishi Mushroom Powder,kg,5.779,0.00,0.00,0.00,5.779,0.00,0.00,0.00
R680,Green Coffee Bean Extract 2:1,kg,5.443,0.00,5.443,0.00,0.00,0.00,0.00,0.00
R681,Goldenseal Root Powder,kg,49.00,175.05,0.00,0.00,0.00,0.00,0.00,126.05
R682,Cinnamon Ceylon,kg,45.03,47.30,0.00,0.00,0.00,0.00,0.00,2.27
R683,"Whole Foods Probiotic Blend: L. Acidophilus, B. Bifidum, L. Bulgaricus",kg,2.522,0.00,0.00,0.00,2.522,0.00,0.00,0.00
R684,Sunflower Oil Powder 70%,kg,0.052,0.00,0.00,0.00,0.052,0.00,0.00,0.00
R686,Loquat Leaf Extract 10:1,kg,0.513,0.00,0.513,0.00,0.00,0.00,0.00,0.00
R687,Buckwheat Powder,kg,1.764,0.00,1.764,0.00,0.00,0.00,0.00,0.00
R691,Organic Indonesian Cinnamon (Cinnamomum burmannii),kg,3.204,0.00,2.148,0.00,1.056,0.00,0.00,0.00
R692,DiCreatine Malate,kg,358.247,727.9575,0.076,0.00,0.00,400.00,0.00,369.7865
R693,Beta Alanine,kg,367.311,363.97875,0.00,0.00,3.33225,0.00,0.00,0.00
R694,Betaine Anhydrous (Trimethylglycine),kg,62.322,83.46285,23.359,0.00,0.00,25.00,0.00,44.49985
R695,Waxy Maize,kg,22.372,48.5305,0.00,0.00,0.00,50.00,0.00,26.1585
R696,L-Citrulline DL-Malate 2:1,kg,17.388,24.26525,0.00,0.00,0.00,25.00,0.00,6.87725
R697,Glycocyamine,kg,37.736,12.15665,18.58,0.00,6.99935,0.00,0.00,0.00
R698,Glucuronolactone,kg,25.183,9.7061,25.183,0.00,0.00,0.00,0.00,9.7061
R699,BCAA 2:1:1 (Instant),kg,251.447,"1,645.17549",239.347,0.00,0.00,0.00,0.00,"1,633.07549"
R700,Sodium Chloride,kg,192.695,15.21154,56.695,0.00,120.78846,0.00,0.00,0.00
R701,Acesulfame Potassium (Ace K),kg,11.28,6.81012,0.197,0.00,4.27288,0.00,0.00,0.00
R704,Trisodium Citrate Dihydrate,kg,88.4619,165.5803,0.00,0.00,0.00,113.3786,0.00,77.1184
R705,Honeydew Flavor (Mack),kg,58.108,55.88062,27.158,0.00,0.00,0.00,0.00,24.93062
R706,Watermelon Flavor (Mack),kg,57.40,55.88062,25.00,0.00,0.00,0.00,0.00,23.48062
R707,Opadry Blue 03B10883,kg,14.625,0.00,4.80,0.00,9.825,0.00,0.00,0.00
R708,Grape Skin Extract 4:1,kg,3.25,13.92323,0.00,0.00,0.00,25.00,0.25,10.67323
R709,Grapefruit Seed Extract 10:1,kg,1.609,0.00,0.00,0.00,1.609,0.00,0.00,0.00
R710,Ginger Root Powder,kg,358.421,0.00,0.00,0.00,358.421,0.00,0.00,0.00
R712,Starch,kg,17.056,0.00,17.056,0.00,0.00,0.00,0.00,0.00
R713,Triacetin,kg,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
R714,Titanium Dioxide,kg,21.609,0.00,21.609,0.00,0.00,0.00,0.00,0.00
R716,Panax Ginseng Root Extract 5% ginsenosides,kg,7.753,0.00,0.00,0.00,7.753,0.00,0.00,0.00
R719,Opadry Brown 03B165003,kg,5.3006,0.00,0.00,0.00,5.3006,0.00,0.00,0.00
R723,Creatine Monohydrate,kg,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
R728,Bromelain 600 GDU/g,kg,3.27,0.00,3.27,0.00,0.00,0.00,0.00,0.00
R731,Organic Turmeric Extract 95% Curcuminoids,kg,29.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
R732,Turmeric Extract 95% Curcuminoids - Natural,kg,"1,080.367","3,488.58396",0.00,0.00,0.00,"2,450.00",955.267,"2,408.21696"
R733,DL-Phenylalanine,kg,14.833,0.00,0.00,0.00,14.833,0.00,0.00,0.00
R734,00 Gelatin Black Opaque 1975.01/ Red Opaque 1244.01 Capsules,ea,"170,000.00",0.00,0.00,0.00,"170,000.00",0.00,0.00,0.00
R736,Organic Maca Root Powder,kg,15.549,0.00,7.513,0.00,8.036,0.00,0.00,0.00
R737,Tongkat Ali Root Powder (Longjack Eurycoma powder),kg,16.942,0.00,3.892,0.00,13.05,0.00,0.00,0.00
R739,FD&C RED NO. 40 POWDER,kg,3.937,1.7983,0.00,0.00,2.1387,0.00,0.00,0.00
R740,FD&C BLUE NO. 1 POWDER,kg,1.276,0.00,0.00,0.00,1.276,0.00,0.00,0.00
R742,FD&C YELLOW NO. 6 POWDER,kg,0.967,0.00,0.00,0.00,0.967,0.00,0.00,0.00
R743,White Mulberry Leaf Extract 10:1,kg,15.914,0.00,0.90,0.00,15.014,0.00,0.00,0.00
R744,Lemon Balm Extract 4:1,kg,8.59,0.00,0.00,0.00,8.59,0.00,0.00,0.00
R747,Eggshell Membrane Powder,kg,15.054,0.00,12.504,0.00,2.55,0.00,0.00,0.00
R748,Copper Glycinate 10%,kg,1.602,0.8811,0.00,0.00,0.7209,0.00,0.00,0.00
R749,Fenugreek Extract (50% Saponins),kg,55.414,0.00,2.461,0.00,52.953,0.00,0.00,0.00
R751,Organic Black Maca Powder,kg,7.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00
R753,Organic Yellow Maca Powder,kg,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
R755,Magnesium Glycinate 20%,kg,66.631,36.045,1.631,0.00,28.955,0.00,0.00,0.00
R756,Kelp (Norwegian or Icelandic),kg,29.186,0.00,0.00,0.00,29.186,0.00,0.00,0.00
R757,Organic Spinach Powder,kg,6.763,0.00,6.763,0.00,0.00,0.00,0.00,0.00
R763,Moringa Oleifera Powder,kg,66.50,47.2286,0.00,0.00,19.2714,0.00,0.00,0.00
R765,Jujube Extract 4:1,kg,18.70,0.00,0.00,0.00,18.70,0.00,0.00,0.00
R766,Horny Goat Weed 10:1 (Epimedium Extract),kg,56.645,0.00,7.64,0.00,49.005,0.00,0.00,0.00
R767,St. John's Wort Extract 0.3% Hypericins,kg,39.953,0.00,0.933,0.00,39.02,0.00,0.00,0.00
R768,Rhodiola Rosea Root Powder,kg,0.272,0.00,0.00,0.00,0.272,0.00,0.00,0.00
R769,Coconut Water Powder 35%,kg,19.668,0.00,0.00,0.00,19.668,0.00,0.00,0.00
R771,Instant Whey Protein Isolate 90%,kg,29.123,0.00,29.123,0.00,0.00,0.00,0.00,0.00
R772,Horny Goat Weed (Epimedium) Extract 20% Icariins,kg,4.545,0.00,0.00,0.00,4.545,0.00,0.00,0.00
R773,Cocoa Extract,kg,0.317,0.00,0.317,0.00,0.00,0.00,0.00,0.00
R774,Organic Cinnamon Ceylon Powder (Cinnamomum zeylanicum),kg,31.897,0.00,31.897,0.00,0.00,0.00,0.00,0.00
R777,Organic Bilberry Extract,kg,24.017,0.00,24.017,0.00,0.00,0.00,0.00,0.00
R778,Zinc Glycinate 25%,kg,9.005,7.47333,0.00,0.00,1.53167,0.00,0.00,0.00
R781,Jujube Seed Powder,kg,8.223,0.00,8.223,0.00,0.00,0.00,0.00,0.00
R782,Feverfew Powder,kg,0.729,0.00,0.729,0.00,0.00,0.00,0.00,0.00
R785,Broccoli Powder,kg,50.00,47.2286,0.00,0.00,2.7714,0.00,0.00,0.00
R786,Beet Extract Root 4:1,kg,72.385,48.50,22.42,0.00,1.465,0.00,48.50,0.00
R788,Acai Berry 4:1,kg,1.21,0.00,1.21,0.00,0.00,0.00,0.00,0.00
R789,"Probiotic Blend: L. acidophilus, L. brevis, L. bulgaricus (36 Bil CFU)",kg,0.652,0.00,0.652,0.00,0.00,0.00,0.00,0.00
R790,"Protease 200,000 HUT/g",kg,0.001,0.00,0.00,0.00,0.001,0.00,0.00,0.00
R791,Nu-FLOW™ Organic Brown Rice Concentrate,kg,17.37,0.00,0.00,0.00,17.37,0.00,0.00,0.00
R792,C3 Reduct ODN,kg,4.987,0.00,0.00,0.00,4.987,0.00,0.00,0.00
R793,Trans-Resveratrol P.E. 99%,kg,3.30,0.00,3.30,0.00,0.00,0.00,0.00,0.00
R795,AstraGin,kg,0.762,0.00,0.00,0.00,0.762,0.00,0.00,0.00
R796,00 (Delayed Release) DRcaps Vegetable Clear Capsules,ea,"210,000.00",0.00,0.00,0.00,"210,000.00",0.00,0.00,0.00
R797,Organic Apple Cider Vinegar Powder,kg,2.645,0.00,0.00,0.00,2.645,0.00,0.00,0.00
R800,Organic Celery Seed Powder,kg,14.687,0.00,0.00,0.00,14.687,0.00,0.00,0.00
R801,Vitamin B1 Benfotiamine,kg,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
R802,00 Gelatin Orange Opaque 3185.01 Capsules,ea,"30,000.00",0.00,0.00,0.00,"30,000.00",0.00,0.00,0.00
R803,Trans Resveratrol 50%,kg,12.333,0.00,12.333,0.00,0.00,0.00,0.00,0.00
R804,Epimedium Extract (Horny Goat Weed Extract) 10:1,kg,15.50,0.00,0.00,0.00,15.50,0.00,0.00,0.00
R805,Tribulus Terrestris Extract 80% Saponins,kg,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
R806,Muira Puama Root Powder,kg,2.633,0.00,1.559,0.00,1.074,0.00,0.00,0.00
R807,Chamomile Extract 10:1,kg,38.12,0.00,35.00,0.00,3.12,0.00,0.00,0.00
R808,Zinc Orotate 17%,kg,9.66998,0.00,0.00,0.00,9.66998,0.00,0.00,0.00
R812,Royal Jelly 3.5X (3.5:1 Extract),kg,3.151,0.00,3.151,0.00,0.00,0.00,0.00,0.00
R813,Bee Pollen,kg,5.508,0.00,5.508,0.00,0.00,0.00,0.00,0.00
R814,L-Leucine (fermented),kg,6.869,0.00,0.00,0.00,6.869,0.00,0.00,0.00
R816,Vitamin K2 MK-7 1% MCC (Origin: Non-Chinese),kg,0.87,0.00,0.00,0.00,0.87,0.00,0.00,0.00
R817,"Beta-1,3 / 1,6-Glucan 70%",kg,71.327,0.00,15.265,0.00,56.062,0.00,0.00,0.00
R818,Oleoylethanolamide (OEA),kg,0.819,0.00,0.819,0.00,0.00,0.00,0.00,0.00
R819,Bilberry Fruit Extract (25% anthocyanosides) (Vaccinium myrtillus),kg,9.162,0.00,4.878,0.00,4.284,0.00,0.00,0.00
R820,Eyebright (Euphrasia officinalis) (Whole Plant) Extract 10:1,kg,24.596,0.00,0.00,0.00,24.596,0.00,0.00,0.00
R821,Organic Psyllium Husk powder 95%,kg,9.24,0.00,9.24,0.00,0.00,0.00,0.00,0.00
R822,Rhodiola Rosea Root P.E. 5:1,kg,4.015,0.00,0.00,0.00,4.015,0.00,0.00,0.00
R823,Calcium Beta Hydroxybutyrate (BHB),kg,941.727,929.25,3.309,0.00,9.168,0.00,0.00,0.00
R824,BCM-95,kg,3.112,0.00,0.312,0.00,2.80,0.00,0.00,0.00
R825,Magnesium Beta Hydroxybutyrate (BHB),kg,"1,046.106","1,039.50",0.00,0.00,6.606,"1,000.00",0.00,0.00
R826,Sodium Beta Hydroxybutyrate (BHB),kg,174.749,178.88,0.00,0.00,0.00,0.00,0.00,4.131
R828,Panax Ginseng Root Extract 7% ginsenosides,kg,0.177,0.00,0.00,0.00,0.177,0.00,0.00,0.00
R829,Organic Ginger Root Powder,kg,626.12,"1,650.00",0.00,0.00,0.00,"1,200.00",0.00,"1,023.88"
R830,L-Tryptophan,kg,8.909,0.00,2.08,0.00,6.829,0.00,0.00,0.00
R831,Methyl Hesperidin,kg,9.802,21.95,0.00,0.00,0.00,0.00,8.351,12.148
R832,Saw Palmetto Berry Powder,kg,11.951,0.00,0.00,0.00,11.951,0.00,0.00,0.00
R833,Pumpkin Seed Extract 4:1,kg,16.80,0.00,8.60,0.00,8.20,0.00,0.00,0.00
R835,Coral Calcium,kg,3.275,0.00,3.275,0.00,0.00,0.00,0.00,0.00
R836,Potassium Bicarbonate,kg,9.182,0.00,0.00,0.00,9.182,0.00,0.00,0.00
R837,Wheat Germ Powder,kg,25.00,6.8282,0.00,0.00,18.1718,0.00,0.00,0.00
R838,Magnesium Aspartate 30%,kg,20.368,0.00,0.00,0.00,20.368,0.00,0.00,0.00
R839,Mucuna Extract 98% L-Dopa HPLC (30:1),kg,9.423,0.00,0.00,0.00,9.423,0.00,0.00,0.00
R840,Zinc Monomethionine 20%,kg,16.068,0.00,0.00,0.00,16.068,0.00,0.00,0.00
R841,Green Tea Leaf Powder,kg,7.326,6.8282,0.00,0.00,0.4978,0.00,0.00,0.00
R842,Organic Yellow Maca Powder (Gelatinized),kg,520.175,0.00,0.00,0.00,520.175,0.00,0.00,0.00
R843,Organic Black Maca Powder (Gelatinized),kg,161.156,0.00,0.00,0.00,161.156,0.00,0.00,0.00
R844,Organic Red Maca Powder (Gelatinized),kg,183.631,0.00,183.631,0.00,0.00,0.00,0.00,0.00
R846,Pink Himalayan Salt,kg,21.207,0.00,0.00,0.00,21.207,0.00,0.00,0.00
R847,Erythritol 98%,kg,14.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00
R848,Lithium Orotate 9%,kg,2.378,0.00,0.448,0.00,1.93,0.00,0.00,0.00
R850,00 Gelatin Purple Opaque 3473.01 Capsules,ea,"30,000.00",0.00,0.00,0.00,"30,000.00",0.00,0.00,0.00
R851,Pumpkin Seed Powder,kg,8.738,0.00,0.00,0.00,8.738,0.00,0.00,0.00
R852,Nettle Root Powder,kg,4.665,0.00,0.00,0.00,4.665,0.00,0.00,0.00
R853,Oyster Meat 4:1 Powdered Extract,kg,18.005,0.00,0.214,0.00,17.791,0.00,0.00,0.00
R856,Raspberry Ketone P.E. 4%,kg,23.623,0.00,23.623,0.00,0.00,0.00,0.00,0.00
R857,Chitosan Oligosaccharides,kg,1.56,0.00,0.00,0.00,1.56,0.00,0.00,0.00
R859,5-HTP 98% (HTPurity™),kg,0.246,0.00,0.00,0.00,0.246,0.00,0.00,0.00
R860,KSM-66® Ashwagandha (Std. to 5% Withanolides),kg,7.332,0.00,0.00,0.00,7.332,0.00,0.00,0.00
R861,Panax Ginseng (Leaf) Extract (Std. to 20% Ginsenosides),kg,8.117,0.00,8.117,0.00,0.00,0.00,0.00,0.00
R862,Shilajit (Std. to 20% Fulvic Acid),kg,21.409,0.00,0.00,0.00,21.409,0.00,0.00,0.00
R863,Organic Irish Moss Powder,kg,93.00,0.00,0.00,0.00,93.00,0.00,0.00,0.00
R865,Organic Burdock Root Powder,kg,415.75,220.00,0.00,0.00,195.75,0.00,220.00,0.00
R866,Beef Liver Powder T.D.,kg,0.741,0.00,0.00,0.00,0.741,0.00,0.00,0.00
R867,Phytoceramides (Rice) P.E. 10:1,kg,15.725,0.00,7.875,0.00,7.85,0.00,0.00,0.00
R869,Nutrafinish Dietary Supplement Yellow 145B120002,kg,400.00,314.31912,125.00,0.00,0.00,0.00,0.00,39.31912
R870,Organic Pumpkin Seed Powder,kg,17.928,0.00,17.928,0.00,0.00,0.00,0.00,0.00
R871,Organic Chia Seed Powder,kg,17.39,0.00,0.00,0.00,17.39,0.00,0.00,0.00
R872,Organic Flax Seed Powder,kg,24.58,0.00,0.00,0.00,24.58,0.00,0.00,0.00
R873,Milk Thistle Powder,kg,19.795,6.8282,0.00,0.00,12.9668,0.00,0.00,0.00
R874,Organic Blueberry Fruit,kg,17.164,0.00,17.164,0.00,0.00,0.00,0.00,0.00
R875,Organic Raspberry Fruit,kg,22.12,0.00,0.00,0.00,22.12,0.00,0.00,0.00
R876,DigeSEB Plus,kg,12.595,0.00,12.595,0.00,0.00,0.00,0.00,0.00
R878,Calcium Silicate,kg,37.593,0.00,0.00,0.00,37.593,0.00,0.00,0.00
R879,Chanca Piedra Extract 10:1,kg,16.915,0.00,0.00,0.00,16.915,0.00,0.00,0.00
R880,Garcinia Fruit Powder,kg,22.326,0.00,22.326,0.00,0.00,0.00,0.00,0.00
R881,Nu-MAG® Natural (Rice extract Blend),kg,6.232,38.052,0.00,0.00,0.00,0.00,0.00,31.82
R882,goBHB® Calcium Beta-Hydroxybutyrate,kg,429.987,398.25,0.00,0.00,31.737,0.00,0.00,0.00
R883,goBHB® Sodium Beta-Hydroxybutyrate,kg,8.622,8.62,0.00,0.00,0.002,0.00,0.00,0.00
R884,goBHB® Magnesium Beta-Hydroxybutyrate,kg,446.558,445.50,0.00,0.00,1.058,0.00,0.00,0.00
R885,Natural Caffeine 98% (from Green Tea),kg,12.195,0.00,0.00,0.00,12.195,0.00,0.00,0.00
R886,Pea Protein Isolate 80%,kg,13.781,0.00,13.781,0.00,0.00,0.00,0.00,0.00
R887,Passion Fruit Flavor - S&S (PA-18949),kg,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
R888,Hydrolyzed Bovine Collagen (Osage),kg,20.955,0.00,0.00,0.00,20.955,0.00,0.00,0.00
R889,MCT Oil Powder 70% (Osage),kg,20.238,0.00,20.238,0.00,0.00,0.00,0.00,0.00
R890,Coconut Milk Powder (Osage),kg,26.658,0.00,0.00,0.00,26.658,0.00,0.00,0.00
R891,Natural Vanilla Flavor (Osage),kg,7.774,0.00,5.901,0.00,1.873,0.00,0.00,0.00
R892,Xanthan Gum (80 Mesh),kg,9.116,0.00,0.00,0.00,9.116,0.00,0.00,0.00
R893,Luo Han Guo (Monk Fruit Extract 50% Mogrosides V),kg,3.257,0.00,0.538,0.00,2.719,0.00,0.00,0.00
R894,goFat® Avocado Oil Powder (on Tapioca),kg,17.39,0.00,17.39,0.00,0.00,0.00,0.00,0.00
R895,Palmitoylethanolamide (PEA),kg,10.355,0.00,0.00,0.00,10.355,0.00,0.00,0.00
R896,Organic Sunflower Lecithin,kg,3.602,0.00,0.00,0.00,3.602,0.00,0.00,0.00
R897,Eleuthero Root Extract 35:1 (Eleutherococcus Senticosus) (Siberian Ginseng),kg,12.776,0.00,3.776,0.00,9.00,0.00,0.00,0.00
R898,Chaste Tree Berry Extract 3% Flavones UV (10:1),kg,19.323,0.00,0.00,0.00,19.323,0.00,0.00,0.00
R899,Ginkgo Biloba Leaf Powder,kg,22.84,0.00,0.00,0.00,22.84,0.00,0.00,0.00
R900,Red Clover Extract 8% Isoflavones HPLC (20:1),kg,17.673,0.00,0.00,0.00,17.673,0.00,0.00,0.00
R901,Cranberry Fruit Extract 50:1 (Vaccinium macrocarpon) 80 Mesh,kg,8.734,0.00,0.00,0.00,8.734,0.00,0.00,0.00
R902,Mineral Oil Powder,kg,31.226,0.00,0.00,0.00,31.226,0.00,0.00,0.00
R903,Lactobacillus Acidophilus 10 Billion CFU/G�,kg,1.60,0.00,0.00,0.00,1.60,0.00,0.00,0.00
R904,Skullcap Root Powder,kg,28.156,0.00,4.156,0.00,24.00,0.00,0.00,0.00
R905,"Cayenne Pepper Fruit (Capsicum Frutescens) 40,000 HU",kg,0.398,0.00,0.398,0.00,0.00,0.00,0.00,0.00
R906,Garcinia Cambogia Extract Granular 60% HCA (USP) 10:1,kg,1.657,0.00,0.00,0.00,1.657,0.00,0.00,0.00
R907,Green Tea Extract (95% Polyphenols) (45% EGCG) (55-75% Catechins (18:1)),kg,163.06,147.00,49.86,0.00,0.00,0.00,0.00,33.80
R908,Hawthorn Berry Extract 5% Flavones UV (4:1)��,kg,11.521,0.00,0.00,0.00,11.521,0.00,0.00,0.00
R909,Hawthorn Leaf Extract 1.8% Vitexin-2'-O-Rhamnosides HPLC (4:1)�,kg,11.515,0.00,0.00,0.00,11.515,0.00,0.00,0.00
R910,Gynostemma Pentaphyllum Extract 10% Gypenosides (Jiaogulan)�,kg,11.942,38.295,8.20,0.00,0.00,0.00,0.00,34.553
R911,Aloe Vera Extract 10:1 (Organic),kg,3.032,0.00,0.00,0.00,3.032,0.00,0.00,0.00
R912,"Black Walnut Hull Powder (Organic, Green Harvested) (Juglans nigra)",kg,18.33,0.00,0.00,0.00,18.33,0.00,0.00,0.00
R913,Clove Powder (Flower) (Organic),kg,20.911,0.00,0.00,0.00,20.911,0.00,0.00,0.00
R914,Cordyceps Mushroom P.E. (4% Cordyceps Acids)(Organic),kg,23.97,0.00,0.00,0.00,23.97,0.00,0.00,0.00
R915,Fulvic Mineral Powder (MLG-50™) (40% Fulvic Acid / Humic Acid),kg,49.621,72.0713,0.00,0.00,0.00,209.00,25.338,22.4503
R916,Garlic Extract 20:1 (Organic),kg,21.816,0.00,0.00,0.00,21.816,0.00,0.00,0.00
R917,Humate / Black Mineral Powder,kg,32.426,0.00,0.00,0.00,32.426,0.00,0.00,0.00
R918,"Lipase AN 6,000 FIP/g (Aspergillus niger)",kg,1.535,0.00,1.535,0.00,0.00,0.00,0.00,0.00
R920,Neem Leaf Powder (Organic),kg,12.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00
R921,Organic Dandelion Root Powder (Taraxacum officinale) (Organic),kg,5.454,0.00,0.00,0.00,5.454,0.00,0.00,0.00
R922,Rhodiola Rosea Root Powder (Organic),kg,16.216,0.00,16.216,0.00,0.00,0.00,0.00,0.00
R923,Silymarin (from Organic Milk Thistle Extract),kg,23.50,0.00,0.00,0.00,23.50,0.00,0.00,0.00
R924,Triphala Powder (organic),kg,26.6085,0.00,0.00,0.00,26.6085,0.00,0.00,0.00
R925,Uva Ursi Leaf Powder (Organic),kg,0.507,0.00,0.00,0.00,0.507,0.00,0.00,0.00
R926,Wormwood Herb Powder (Organic),kg,9.484,0.00,0.00,0.00,9.484,0.00,0.00,0.00
R927,Yucca Root P.E. 10:1 (Organic),kg,15.351,0.00,0.00,0.00,15.351,0.00,0.00,0.00
R930,Organic Chlorella,kg,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
R931,Organic Green Tea Leaf,kg,20.353,0.00,20.353,0.00,0.00,0.00,0.00,0.00
R932,Organic Lemon Peel,kg,0.708,0.00,0.00,0.00,0.708,0.00,0.00,0.00
R933,Organic Spirulina,kg,8.642,0.00,8.642,0.00,0.00,0.00,0.00,0.00
R934,Organic Wheat grass,kg,20.432,0.00,0.00,0.00,20.432,0.00,0.00,0.00
R935,Selenium Yeast (0.02%Selenium) (From Inactive Yeast (Saccharomyces cerevisiae)),kg,1.867,1.32,0.00,0.00,0.547,0.00,0.00,0.00
R936,UC-II® Standardized Chicken Cartilage,kg,0.659,0.00,0.00,0.00,0.659,0.00,0.00,0.00
R937,"Green Tea Extract | 98% Polyphenols, 50% EGCG, 80-90% Catechins",kg,26.976,0.00,0.00,0.00,26.976,0.00,0.00,0.00
R938,SAM-e (S-Adenosyl Methionine Tosylate Disulfate),kg,5.03,133.60,0.00,0.00,0.00,0.00,0.00,128.57
R939,Watermelon Flavor (Natural) - Osage,kg,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
R945,Organic Pau D'Arco Powder,kg,13.389,0.00,13.389,0.00,0.00,0.00,0.00,0.00
R946,Organic Cleavers Herb Powder,kg,23.33,28.305,0.00,0.00,0.00,0.00,0.00,4.975
R947,Organic Red Peony Root Powder,kg,17.353,28.305,0.00,0.00,0.00,0.00,0.00,10.952
R948,Organic Marigold Flower Powder,kg,11.00,26.64,0.00,0.00,0.00,0.00,0.00,15.64
R949,Organic Red Raspberry Leaf Powder,kg,8.427,0.00,0.00,0.00,8.427,0.00,0.00,0.00
R950,Organic Astragalus Powder,kg,23.92,42.72,23.92,0.00,0.00,0.00,0.00,42.72
R951,Organic Red Root Powder,kg,5.29,0.00,5.29,0.00,0.00,0.00,0.00,0.00
R952,Organic Green Papaya Powder,kg,14.457,0.00,11.58,0.00,2.877,0.00,0.00,0.00
R953,Health Secret Custom Enzyme Probiotic Blend,kg,1.608,0.00,1.608,0.00,0.00,0.00,0.00,0.00
R955,Damiana Leaf 5:1 Extract�,kg,11.313,0.00,0.00,0.00,11.313,0.00,0.00,0.00
